product,grape,score,avg_price_liter
"Domaine  Armand Rousseau Pere et Fils Charmes-Chambertin Grand Cru, Cote de Nuits",  Pinot Noir  ,93,318.67
"Pierre Gonon Saint-Joseph, Rhone,",  Syrah  ,93,28.0
"Chateau Malartic  Lagraviere, Pessac-Leognan",  Bordeaux Blend Red  ,92,374.67
"F E Trimbach Riesling  Clos Sainte Hune, Alsace",  Riesling  ,95,712.0
"E. Guigal Cote Rotie La Turque,  Rhone",  Syrah - Viognier  ,95,1282.67
"Dom Ruinart Blanc  de Blancs Brut Millesime, Champagne",  Chardonnay  ,93,353.33
"Chateau Monbousquet,  Saint-Emilion Grand Cru",  Bordeaux Blend Red  ,90,424.0
"Chateau Haut-Brion Blanc,  Pessac-Leognan",  Sauvignon Blanc - Semillon  ,95,820.0
"Le Petit  Mouton de Mouton Rothschild, Pauillac",  Bordeaux Blend Red  ,92,664.0
"Chateau Larrivet  Haut-Brion, Pessac-Leognan",  Bordeaux Blend Red  ,91,309.33
Hennessy V.S. Cognac,  Brandy  ,87,301.33
"Chateau Montrose La  Dame de Montrose, Saint-Estephe",  Cabernet Sauvignon - Merlot  ,91,317.33
"Domaine Auguste Clape Cornas, Rhone,",  Syrah  ,94,1254.67
"Meo-Camuzet  Clos de Vougeot Grand Cru, Cote de Nuits",  Pinot Noir  ,93,422.67
"Chateau Lynch-Moussas,  Pauillac",  Bordeaux Blend Red  ,90,293.33
"Domaine  Armand Rousseau Pere et Fils Gevrey-Chambertin, Cote de Nuits",  Pinot Noir  ,90,124.0
"Rene  et Vincent Dauvissat-Camus Les Clos, Chablis Grand Cru",  Chardonnay  ,95,545.33
"Chateau Cheval Blanc 'Le  Petit Cheval', Saint-Emilion",  Bordeaux Blend Red  ,91,1288.0
"Domaine  des Comtes Lafon Charmes, Meursault Premier Cru",  Chardonnay  ,93,797.33
"Domaine  Georges & Christophe Roumier Clos de la Bussiere, Morey-Saint-Denis Premier Cru",  Pinot Noir  ,91,1164.0
"Domaine  Robert Groffier Pere & Fils Les Amoureuses, Chambolle-Musigny Premier Cru",  Pinot Noir  ,94,201.33
"Chateau Durfort-Vivens,  Margaux",  Bordeaux Blend Red  ,92,489.33
"Domaine Jean-Louis Chave  Hermitage Blanc, Rhone",  Marsanne - Roussanne  ,95,949.33
"Domaine  Francois Raveneau Les Clos, Chablis Grand Cru",  Chardonnay  ,95,873.33
"Domaine  Georges & Christophe Roumier Les Amoureuses, Chambolle-Musigny Premier Cru",  Pinot Noir  ,95,298.67
"Joseph  Drouhin Marquis de Laguiche Montrachet Grand Cru, Cote de Beaune",  Chardonnay  ,94,1016.0
"Domaine  des Comtes Lafon Meursault Clos de la Barre, Cote de Beaune",  Chardonnay  ,91,842.67
"Pierre  Peters Cuvee Speciale 'Les Chetillons' Blanc de Blancs Grand Cru Brut, Champagne",  Chardonnay  ,94,40.0
"M. Chapoutier  Ermitage Le Pavillon, Rhone",  Syrah  ,95,802.67
"Veuve Clicquot  Ponsardin Vintage Brut, Champagne",  Champagne Blend  ,91,594.67
"Domaine de Trevallon, IGP  Alpilles",  Cabernet - Syrah/Shiraz  ,92,1052.0
"Domaine  Dujac Aux Malconsorts, Vosne-Romanee Premier Cru",  Pinot Noir  ,93,898.67
"Chateau  Cos d'Estournel 'Les Pagodes de Cos', Saint-Estephe",  Bordeaux Blend Red  ,91,374.67
"Henri  Bonneau Chateauneuf-du-Pape Reserve des Celestins, Rhone",  Southern Rhone Red Blend  ,94,618.67
"Sylvain  Cathiard Aux Malconsorts, Vosne-Romanee Premier Cru",  Pinot Noir  ,93,672.0
"Krug Clos  d'Ambonnay Blanc de Noirs Brut, Champagne",  Pinot Noir  ,96,910.67
"Chateau  Belair-Monange, Saint-Emilion Grand Cru",  Bordeaux Blend Red  ,94,905.33
"Moet & Chandon Brut  Imperial, Champagne",  Champagne Blend  ,88,350.67
"Chartreuse Verte Green  Liqueur, Isere",  Liqueur - Herb - Spice  ,96,390.67
"Bollinger  Vieilles Vignes Francaises Blanc de Noirs, Champagne",  Pinot Noir  ,95,1124.0
"Baron Philippe de  Rothschild Mouton Cadet, Bordeaux",  Bordeaux Blend Red  ,85,97.33
"Chateau  Ducru-Beaucaillou 'La Croix de Beaucaillou', Saint-Julien",  Cabernet Sauvignon - Merlot  ,91,382.67
"Chateau Les Ormes-de-Pez,  Saint-Estephe",  Bordeaux Blend Red  ,90,244.0
"Domaine  Leroy Les Beaux Monts, Vosne-Romanee Premier Cru",  Pinot Noir  ,96,338.67
"Pol Roger Vintage Brut, Champagne,",  Chardonnay - Pinot Noir  ,92,676.0
"Domaine  Armand Rousseau Pere et Fils Ruchottes-Chambertin Grand Cru 'Clos des Ruchottes' Monopole, Cote  de Nuits",  Pinot Noir  ,94,521.33
"Chateau d'Yquem 'Y' Ygrec, Bordeaux,",  Sauvignon Blanc - Semillon  ,92,20.0
"Bollinger Special Cuvee Brut,  Champagne",  Champagne Blend  ,92,416.0
"Chateau Smith Haut  Lafitte Blanc, Pessac-Leognan",  Bordeaux Blend White  ,94,937.33
"Chateau Siran, Margaux",  Bordeaux Blend Red  ,90,253.33
"Chateau Larcis  Ducasse, Saint-Emilion Grand Cru",  Bordeaux Blend Red  ,93,586.67
"Domaine  Leroy Clos de Vougeot Grand Cru, Cote de Nuits",  Pinot Noir  ,95,878.67
"Duffau-Lagarrosse  Chateau Beausejour, Saint-Emilion Grand Cru",  Bordeaux Blend Red  ,94,872.0
"Domaine  Dujac Clos Saint-Denis Grand Cru, Cote de Nuits",  Pinot Noir  ,94,370.67
"Domaine Leflaive  Macon-Verze, Burgundy",  Chardonnay  ,89,464.0
"Dom  Perignon Luminous Collection Brut Millesime, Champagne",  Champagne Blend  ,95,941.33
"Armand de Brignac  Ace of Spades Gold Brut, Champagne",  Champagne Blend  ,91,761.33
"Domaine  Prieure Roch Le Clos des Corvees, Nuits-Saint-Georges Premier Cru",  Pinot Noir  ,91,772.0
"Domaine  de la Romanee-Conti Corton-Charlemagne Grand Cru, Cote de Beaune",  Chardonnay  ,95,356.0
"Domaine  Marquis d'Angerville Clos des Ducs, Volnay Premier Cru",  Pinot Noir  ,94,761.33
"Jacques  Selosse Initial Blanc de Blancs Grand Cru Brut, Champagne",  Chardonnay  ,93,674.67
"Chateau Potensac, Medoc",  Bordeaux Blend Red  ,90,212.0
"Pavillon Blanc du Chateau  Margaux, Bordeaux",  Sauvignon Blanc  ,94,745.33
"Emmanuel  Rouget Echezeaux Grand Cru, Cote de Nuits",  Pinot Noir  ,93,480.0
"Chateau Latour  Le Pauillac de Latour, Pauillac",  Bordeaux Blend Red  ,90,628.0
"Domaine  Ramonet Batard-Montrachet Grand Cru, Cote de Beaune",  Chardonnay  ,94,844.0
"Domaine  des Comtes Lafon Montrachet Grand Cru, Cote de Beaune",  Chardonnay  ,96,844.0
"Chateau d'Angludet, Margaux,",  Bordeaux Blend Red  ,89,326.67
"Domaine  Henri Boillot Clos de la Mouchere Monopole, Puligny-Montrachet Premier Cru",  Chardonnay  ,93,289.33
"Domaine  Gros Frere et Soeur Richebourg Grand Cru, Cote de Nuits",  Pinot Noir  ,92,332.0
"Domaine  Georges & Christophe Roumier Musigny Grand Cru, Cote de Nuits",  Pinot Noir  ,96,592.0
"La  Chapelle de La Mission Haut-Brion, Pessac-Leognan",  Bordeaux Blend Red  ,91,602.67
